"DateTime	PSNR-DateTime	PSNR-Value	PSNR-MeanA	PSNR-MeanH	PSNR-Min	PSNR-Max	PSNR-StdDevP	SSIM-DateTime	SSIM-Value	SSIM-MeanA	SSIM-MeanH	SSIM-Min	SSIM-Max	SSIM-StdDevP	VMAF-DateTime	VMAF-Value	VMAF-MeanA	VMAF-MeanH	VMAF-Min	VMAF-Max	VMAF-StdDevP	PSNR-Options	SSIM-Options	VMAF-Options	Frame	Bitrate	FileSpec	FFMetrics	FFMpeg"
"2025-02-07 11:13:14	2025-02-07 10:11:59	43.95746	45.691905	45.077948	32.210000	117.820000	6.814288	2025-02-07 10:45:26	0.989064	0.989064	0.989036	0.944868	1.000000	0.005269											1920x804-25p, yuv420p10le (tv)	3458	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-02.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:13:26	43.994675	45.682276	45.098136	31.780000	107.120000	6.580188	2025-02-07 10:46:51	0.989112	0.989112	0.989084	0.935022	1.000000	0.005251											1920x804-25p, yuv420p10le (tv)	3504	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-03.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:14:53	43.994454	45.683580	45.098271	31.780000	107.120000	6.589554	2025-02-07 10:48:15	0.989112	0.989112	0.989084	0.935022	1.000000	0.005249											1920x804-25p, yuv420p10le (tv)	3505	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-04.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:16:19	43.77952	45.442672	44.868853	32.220000	105.390000	6.497317	2025-02-07 10:49:37	0.988479	0.988479	0.988449	0.937180	1.000000	0.005482											1920x804-25p, yuv420p10le (tv)	3378	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-05.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:17:45	43.77882	45.445650	44.869686	32.290000	104.300000	6.512173	2025-02-07 10:51:00	0.988482	0.988482	0.988451	0.938141	1.000000	0.005478											1920x804-25p, yuv420p10le (tv)	3380	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-06.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:19:09	43.778749	45.445638	44.869667	32.230000	104.300000	6.512189	2025-02-07 10:52:22	0.988482	0.988482	0.988451	0.937501	1.000000	0.005478											1920x804-25p, yuv420p10le (tv)	3380	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-07.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:20:34	44.047803	45.744747	45.159788	32.110000	113.430000	6.580758	2025-02-07 10:53:48	0.989293	0.989293	0.989265	0.939683	1.000000	0.005224											1920x804-25p, yuv420p10le (tv)	3547	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-08.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:21:58	43.737456	45.416295	44.832468	32.220000	104.300000	6.568464	2025-02-07 10:55:11	0.988284	0.988284	0.988251	0.937605	1.000000	0.005709											1920x804-25p, yuv420p10le (tv)	3429	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-10.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:23:21	44.177813	45.853215	45.280442	31.500000	111.290000	6.501062	2025-02-07 10:56:35	0.988876	0.988876	0.988848	0.932935	1.000000	0.005246											1920x804-25p, yuv420p10le (tv)	3560	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-11.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:24:48	44.467873	46.183747	45.597327	31.460000	112.380000	6.605205	2025-02-07 10:58:00	0.989716	0.989716	0.989691	0.932802	1.000000	0.005025											1920x804-25p, yuv420p10le (tv)	3743	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-12.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:26:00	44.31073	46.015388	45.434895	33.480000	112.700000	6.550431	2025-02-07 10:59:13	0.989215	0.989215	0.989187	0.946785	1.000000	0.005248											1920x804-25p, yuv420p10le (tv)	3758	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-13.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:27:24	43.782667	45.458888	44.875294	34.010000	117.820000	6.579313	2025-02-07 11:00:38	0.988477	0.988477	0.988446	0.944668	1.000000	0.005476											1920x804-25p, yuv420p10le (tv)	3370	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-15.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:28:49	43.781964	45.458856	44.875214	32.230000	117.820000	6.579415	2025-02-07 11:02:04	0.988476	0.988476	0.988446	0.937501	1.000000	0.005480											1920x804-25p, yuv420p10le (tv)	3371	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-16.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:30:13	43.77145	45.420321	44.856070	32.290000	110.040000	6.426405	2025-02-07 11:03:28	0.98847	0.988470	0.988439	0.938141	1.000000	0.005491											1920x804-25p, yuv420p10le (tv)	3448	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-17.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:31:37	43.774563	45.408330	44.854275	32.230000	110.040000	6.347380	2025-02-07 11:04:52	0.98848	0.988480	0.988449	0.937501	1.000000	0.005486											1920x804-25p, yuv420p10le (tv)	3453	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-18.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:32:59	43.776257	45.410763	44.854947	34.000000	117.820000	6.368013	2025-02-07 11:06:15	0.98848	0.988480	0.988449	0.944676	1.000000	0.005483											1920x804-25p, yuv420p10le (tv)	3451	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-19.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:34:22	43.782076	45.454294	44.873943	34.050000	100.000000	6.544375	2025-02-07 11:07:39	0.988476	0.988476	0.988446	0.944898	1.000000	0.005476											1920x804-25p, yuv420p10le (tv)	3372	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-20.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:35:46	43.781701	45.454315	44.873946	32.230000	100.000000	6.544400	2025-02-07 11:09:03	0.988476	0.988476	0.988445	0.937501	1.000000	0.005480											1920x804-25p, yuv420p10le (tv)	3372	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-21.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:37:09	43.771517	45.416645	44.854646	34.010000	112.380000	6.407666	2025-02-07 11:10:26	0.988468	0.988468	0.988438	0.944733	1.000000	0.005486											1920x804-25p, yuv420p10le (tv)	3452	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-22.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:38:32	43.774519	45.420661	44.858289	32.290000	112.380000	6.409771	2025-02-07 11:11:50	0.988479	0.988479	0.988449	0.938141	1.000000	0.005484											1920x804-25p, yuv420p10le (tv)	3456	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-23.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-07 11:13:14	2025-02-07 10:39:55	43.774562	45.420452	44.857936	32.220000	106.520000	6.410141	2025-02-07 11:13:14	0.988477	0.988477	0.988446	0.937180	1.000000	0.005489											1920x804-25p, yuv420p10le (tv)	3454	E:\Convert\out\FBS NF 124 (1080P AVC)_HEVC-24.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:46:21	21.199366	33.122387	27.527202	3.850000	63.570000	12.476214	2025-02-04 19:16:26	0.914663	0.914663	0.900310	0.339241	0.999881	0.101926											1274x720-25p, yuv420p (tv)	1512	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p (720p_HEVC).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:47:24	21.191447	34.930542	28.123509	3.850000	73.780000	14.430797	2025-02-04 19:17:29	0.916174	0.916174	0.901180	0.335451	0.999989	0.104180											1920x1080-25p, yuv420p (tv)	2258	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p (HEVC).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:48:54	46.128694	50.866572	50.314870	32.440000	100.000000	4.837983	2025-02-04 19:18:58	0.994784	0.994784	0.994770	0.940980	1.000000	0.003720											1920x1080-23.98p, yuv420p10le (tv)	6059	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:50:09	44.715549	48.373224	47.834807	32.350000	73.310000	4.826969	2025-02-04 19:20:14	0.990322	0.990322	0.990251	0.892678	0.999997	0.008293											1920x1080-23.98p, yuv420p10le (tv)	1893	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(0-1).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:51:23	44.771292	48.436573	47.901940	32.360000	73.300000	4.807503	2025-02-04 19:21:28	0.990479	0.990479	0.990410	0.892956	0.999997	0.008173											1920x1080-23.98p, yuv420p10le (tv)	1847	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(0-2).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:52:38	44.784818	48.453179	47.918991	32.370000	73.810000	4.805618	2025-02-04 19:22:43	0.990507	0.990507	0.990438	0.892210	0.999997	0.008157											1920x1080-23.98p, yuv420p10le (tv)	1862	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(0-3).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:54:10	46.091349	50.798977	50.246475	32.430000	100.000000	4.844664	2025-02-04 19:24:14	0.994719	0.994719	0.994704	0.953998	1.000000	0.003747											1920x1080-23.98p, yuv420p10le (tv)	6148	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(0-4).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:55:29	45.009954	47.915918	47.540527	32.430000	100.000000	3.947006	2025-02-04 19:25:33	0.991466	0.991466	0.991437	0.941480	1.000000	0.005290											1920x1080-23.98p, yuv420p10le (tv)	1535	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:56:16	42.78719	44.882851	44.563019	30.790000	59.880000	3.551013	2025-02-04 19:26:20	0.986218	0.986218	0.986164	0.909421	0.998882	0.007201											1280x720-23.98p, yuv420p10le (tv)	1179	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(02).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:56:53	40.080401	42.141655	41.770675	27.660000	59.480000	3.771599	2025-02-04 19:26:56	0.979612	0.979612	0.979478	0.844993	0.998792	0.011318											720x576-23.98p, yuv420p10le (tv)	939	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(03).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:58:12	45.009914	47.915891	47.540495	32.430000	100.000000	3.947035	2025-02-04 19:28:15	0.991466	0.991466	0.991437	0.941480	1.000000	0.005290											1920x1080-23.98p, yuv420p10le (tv)	1535	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(04).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 18:59:31	45.010697	47.917201	47.541787	32.450000	100.000000	3.947036	2025-02-04 19:29:34	0.991467	0.991467	0.991438	0.940973	1.000000	0.005296											1920x1080-23.98p, yuv420p10le (tv)	1535	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(05).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 19:00:49	44.984035	47.882775	47.507728	32.480000	100.000000	3.943912	2025-02-04 19:30:52	0.99141	0.991410	0.991381	0.939940	1.000000	0.005311											1920x1080-23.98p, yuv420p10le (tv)	1534	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(06).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-02-04 19:45:38	2025-02-04 19:02:08	45.082543	48.040232	47.666012	32.430000	100.000000	3.933384	2025-02-04 19:32:11	0.991525	0.991525	0.991498	0.944882	1.000000	0.005105											1920x1080-23.98p, yuv420p10le (tv)	1564	E:\Convert\o\JamClub_Tsue_to_Tsurugi_no_Wistoria_11_1080p_HEVC(07).mkv	1.5	7.1-full_build-www.gyan.dev"
